2025-06-01T18:19:07.374013
[INFO] Getting and transforming the data...
[INFO] Training set size = 60000, Test set size = 10000
[INFO] Using device: cuda
[INFO] Data directory: /home/admin/.cache/ml/datasets/neuronal-decay, Results directory: ./out/results, Logs directory: ./out/logs
[INFO] Hyperparameters: batch_size=512, rotations=(0, 80, 160), learning_rate=0.001, n_batches_per_task=500, test_size=2000, n_neurons=2048, decay_lambda=1e-05
[INFO] Domain variables: n_tasks=3, n_classes=10, img_n_channels=1, img_size=28
~~~~~~~~~~~~~~~~~~~ Running experiment 1~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.300141 | Test accuracy (task 1): 17.97% | Batch: 0
Training loss: 0.147489 | Test accuracy (task 1): 93.75% | Batch: 50
Training loss: 0.233531 | Test accuracy (task 1): 94.24% | Batch: 75
Training loss: 0.170367 | Test accuracy (task 1): 95.46% | Batch: 100
Training loss: 0.110500 | Test accuracy (task 1): 96.39% | Batch: 125
Training loss: 0.106511 | Test accuracy (task 1): 95.65% | Batch: 150
Training loss: 0.096110 | Test accuracy (task 1): 95.51% | Batch: 175
Training loss: 0.100249 | Test accuracy (task 1): 96.24% | Batch: 200
Training loss: 0.104127 | Test accuracy (task 1): 96.68% | Batch: 225
Training loss: 0.083950 | Test accuracy (task 1): 96.97% | Batch: 250
Training loss: 0.061649 | Test accuracy (task 1): 97.07% | Batch: 275
Training loss: 0.070696 | Test accuracy (task 1): 96.78% | Batch: 300
Training loss: 0.048668 | Test accuracy (task 1): 96.58% | Batch: 325
Training loss: 0.067126 | Test accuracy (task 1): 96.44% | Batch: 350
Training loss: 0.087421 | Test accuracy (task 1): 97.36% | Batch: 375
Training loss: 0.100080 | Test accuracy (task 1): 96.88% | Batch: 400
Training loss: 0.086429 | Test accuracy (task 1): 96.58% | Batch: 425
Training loss: 0.066035 | Test accuracy (task 1): 96.88% | Batch: 450
Training loss: 0.074326 | Test accuracy (task 1): 96.04% | Batch: 475
==================== Training on task 2 ====================
Training loss: 3.715812 | Test accuracy (task 1): 96.88% | Batch: 0
Training loss: 0.226492 | Test accuracy (task 1): 94.29% | Batch: 25
Training loss: 0.169752 | Test accuracy (task 1): 96.09% | Batch: 50
Training loss: 0.167083 | Test accuracy (task 1): 96.39% | Batch: 75
Training loss: 0.142367 | Test accuracy (task 1): 96.78% | Batch: 100
Training loss: 0.090935 | Test accuracy (task 1): 96.53% | Batch: 125
Training loss: 0.070494 | Test accuracy (task 1): 96.53% | Batch: 150
Training loss: 0.118972 | Test accuracy (task 1): 96.92% | Batch: 175
Training loss: 0.065972 | Test accuracy (task 1): 96.78% | Batch: 200
Training loss: 0.112845 | Test accuracy (task 1): 96.83% | Batch: 225
Training loss: 0.083069 | Test accuracy (task 1): 97.02% | Batch: 250
Training loss: 0.081536 | Test accuracy (task 1): 96.73% | Batch: 275
Training loss: 0.072855 | Test accuracy (task 1): 96.97% | Batch: 300
Training loss: 0.086827 | Test accuracy (task 1): 96.73% | Batch: 325
Training loss: 0.064654 | Test accuracy (task 1): 97.36% | Batch: 350
Training loss: 0.048595 | Test accuracy (task 1): 96.92% | Batch: 375
Training loss: 0.066929 | Test accuracy (task 1): 96.04% | Batch: 400
Training loss: 0.041097 | Test accuracy (task 1): 97.17% | Batch: 425
Training loss: 0.084533 | Test accuracy (task 1): 97.36% | Batch: 450
Training loss: 0.048093 | Test accuracy (task 1): 96.68% | Batch: 475
==================== Training on task 3 ====================
Training loss: 2.421118 | Test accuracy (task 1): 96.94% | Batch: 0
Training loss: 0.246065 | Test accuracy (task 1): 94.73% | Batch: 25
Training loss: 0.175236 | Test accuracy (task 1): 96.71% | Batch: 50
Training loss: 0.135441 | Test accuracy (task 1): 95.74% | Batch: 75
Training loss: 0.118477 | Test accuracy (task 1): 96.88% | Batch: 100
Training loss: 0.113687 | Test accuracy (task 1): 96.16% | Batch: 125
Training loss: 0.093155 | Test accuracy (task 1): 97.20% | Batch: 150
Training loss: 0.077059 | Test accuracy (task 1): 96.71% | Batch: 175
Training loss: 0.066954 | Test accuracy (task 1): 96.81% | Batch: 200
Training loss: 0.087931 | Test accuracy (task 1): 97.10% | Batch: 225
Training loss: 0.048990 | Test accuracy (task 1): 97.33% | Batch: 250
Training loss: 0.056881 | Test accuracy (task 1): 96.81% | Batch: 275
Training loss: 0.053356 | Test accuracy (task 1): 97.30% | Batch: 300
Training loss: 0.053859 | Test accuracy (task 1): 97.40% | Batch: 325
Training loss: 0.054238 | Test accuracy (task 1): 97.62% | Batch: 350
Training loss: 0.042330 | Test accuracy (task 1): 97.20% | Batch: 375
Training loss: 0.055039 | Test accuracy (task 1): 96.97% | Batch: 400
Training loss: 0.037759 | Test accuracy (task 1): 97.27% | Batch: 425
Training loss: 0.042773 | Test accuracy (task 1): 97.07% | Batch: 450
Training loss: 0.043083 | Test accuracy (task 1): 97.27% | Batch: 475
Experiment 9 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 10~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.534274 | Test accuracy (task 1): 07.62% | Batch: 0
Training loss: 0.370980 | Test accuracy (task 1): 92.87% | Batch: 25
Training loss: 0.284237 | Test accuracy (task 1): 92.77% | Batch: 50
Training loss: 0.306462 | Test accuracy (task 1): 93.80% | Batch: 75
Training loss: 0.273194 | Test accuracy (task 1): 95.12% | Batch: 100
Training loss: 0.256394 | Test accuracy (task 1): 94.14% | Batch: 125
Training loss: 0.222100 | Test accuracy (task 1): 94.87% | Batch: 150
Training loss: 0.224903 | Test accuracy (task 1): 94.82% | Batch: 175
Training loss: 0.233953 | Test accuracy (task 1): 95.46% | Batch: 200
Training loss: 0.265040 | Test accuracy (task 1): 94.68% | Batch: 225
Training loss: 0.231104 | Test accuracy (task 1): 96.09% | Batch: 250
Training loss: 0.215185 | Test accuracy (task 1): 94.63% | Batch: 275
Training loss: 0.237121 | Test accuracy (task 1): 94.78% | Batch: 300
Training loss: 0.199418 | Test accuracy (task 1): 95.26% | Batch: 325
Training loss: 0.198201 | Test accuracy (task 1): 95.90% | Batch: 350
Training loss: 0.201107 | Test accuracy (task 1): 95.17% | Batch: 375
Training loss: 0.192158 | Test accuracy (task 1): 95.46% | Batch: 400
Training loss: 0.190249 | Test accuracy (task 1): 94.82% | Batch: 425
Training loss: 0.226883 | Test accuracy (task 1): 96.19% | Batch: 450
Training loss: 0.200731 | Test accuracy (task 1): 95.41% | Batch: 475
==================== Training on task 2 ====================
Training loss: 2.503852 | Test accuracy (task 1): 95.90% | Batch: 0
Training loss: 0.632915 | Test accuracy (task 1): 92.48% | Batch: 25
Training loss: 0.560290 | Test accuracy (task 1): 93.85% | Batch: 50
Training loss: 0.432116 | Test accuracy (task 1): 93.95% | Batch: 75
Training loss: 0.374276 | Test accuracy (task 1): 93.80% | Batch: 100
Training loss: 0.368536 | Test accuracy (task 1): 94.24% | Batch: 125
Training loss: 0.328251 | Test accuracy (task 1): 94.19% | Batch: 150
Training loss: 0.344765 | Test accuracy (task 1): 94.14% | Batch: 175
Training loss: 0.330872 | Test accuracy (task 1): 94.68% | Batch: 200
Training loss: 0.353082 | Test accuracy (task 1): 94.34% | Batch: 225
Training loss: 0.327006 | Test accuracy (task 1): 93.55% | Batch: 250
Training loss: 0.316962 | Test accuracy (task 1): 94.73% | Batch: 275
Training loss: 0.325686 | Test accuracy (task 1): 94.09% | Batch: 300
Training loss: 0.283128 | Test accuracy (task 1): 94.73% | Batch: 325
Training loss: 0.300497 | Test accuracy (task 1): 93.51% | Batch: 350
Training loss: 0.292845 | Test accuracy (task 1): 95.07% | Batch: 375
Training loss: 0.306538 | Test accuracy (task 1): 95.07% | Batch: 400
Training loss: 0.283405 | Test accuracy (task 1): 94.24% | Batch: 425
Training loss: 0.318516 | Test accuracy (task 1): 94.82% | Batch: 450
Training loss: 0.285601 | Test accuracy (task 1): 94.97% | Batch: 475
==================== Training on task 3 ====================
Training loss: 1.612223 | Test accuracy (task 1): 93.95% | Batch: 0
Training loss: 0.655369 | Test accuracy (task 1): 91.73% | Batch: 25
Training loss: 0.500452 | Test accuracy (task 1): 92.45% | Batch: 50
Training loss: 0.505028 | Test accuracy (task 1): 91.54% | Batch: 75
Training loss: 0.416835 | Test accuracy (task 1): 92.71% | Batch: 100
Training loss: 0.487982 | Test accuracy (task 1): 92.22% | Batch: 125
Training loss: 0.416296 | Test accuracy (task 1): 93.72% | Batch: 150
Training loss: 0.418121 | Test accuracy (task 1): 93.00% | Batch: 175
Training loss: 0.398425 | Test accuracy (task 1): 93.42% | Batch: 200
Training loss: 0.376404 | Test accuracy (task 1): 91.73% | Batch: 225
Training loss: 0.369391 | Test accuracy (task 1): 92.81% | Batch: 250
Training loss: 0.439451 | Test accuracy (task 1): 93.78% | Batch: 275
Training loss: 0.403153 | Test accuracy (task 1): 93.29% | Batch: 300
Training loss: 0.368804 | Test accuracy (task 1): 93.16% | Batch: 325
Training loss: 0.369695 | Test accuracy (task 1): 92.94% | Batch: 350
Training loss: 0.363936 | Test accuracy (task 1): 92.77% | Batch: 375
Training loss: 0.397728 | Test accuracy (task 1): 93.39% | Batch: 400
Training loss: 0.398533 | Test accuracy (task 1): 93.03% | Batch: 425
Training loss: 0.352112 | Test accuracy (task 1): 92.74% | Batch: 450
Training loss: 0.391339 | Test accuracy (task 1): 92.81% | Batch: 475
Experiment 10 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 11~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.300518 | Test accuracy (task 1): 16.50% | Batch: 0
Training loss: 0.348823 | Test accuracy (task 1): 90.67% | Batch: 25
Training loss: 0.185336 | Test accuracy (task 1): 94.24% | Batch: 50
Training loss: 0.160751 | Test accuracy (task 1): 95.07% | Batch: 75
Training loss: 0.176438 | Test accuracy (task 1): 96.19% | Batch: 100
Training loss: 0.104742 | Test accuracy (task 1): 95.70% | Batch: 125
Training loss: 0.103736 | Test accuracy (task 1): 96.68% | Batch: 150
Training loss: 0.065490 | Test accuracy (task 1): 96.97% | Batch: 175
Training loss: 0.089681 | Test accuracy (task 1): 97.31% | Batch: 200
Training loss: 0.061633 | Test accuracy (task 1): 97.31% | Batch: 225
Training loss: 0.066431 | Test accuracy (task 1): 97.22% | Batch: 250
Training loss: 0.084854 | Test accuracy (task 1): 97.31% | Batch: 275
Training loss: 0.045267 | Test accuracy (task 1): 96.73% | Batch: 300
Training loss: 0.057899 | Test accuracy (task 1): 97.75% | Batch: 325
Training loss: 0.050486 | Test accuracy (task 1): 97.51% | Batch: 350
Training loss: 0.035847 | Test accuracy (task 1): 97.46% | Batch: 375
Training loss: 0.034685 | Test accuracy (task 1): 97.41% | Batch: 400
Training loss: 0.029693 | Test accuracy (task 1): 97.90% | Batch: 425
Training loss: 0.024849 | Test accuracy (task 1): 97.46% | Batch: 450
Training loss: 0.023386 | Test accuracy (task 1): 97.80% | Batch: 475
==================== Training on task 2 ====================
Training loss: 3.984732 | Test accuracy (task 1): 97.17% | Batch: 0
Training loss: 0.273865 | Test accuracy (task 1): 95.61% | Batch: 25
Training loss: 0.162606 | Test accuracy (task 1): 96.88% | Batch: 50
Training loss: 0.105460 | Test accuracy (task 1): 96.73% | Batch: 75
Training loss: 0.116450 | Test accuracy (task 1): 96.97% | Batch: 100
Training loss: 0.103031 | Test accuracy (task 1): 97.61% | Batch: 125
Training loss: 0.070916 | Test accuracy (task 1): 97.27% | Batch: 150
Training loss: 0.063601 | Test accuracy (task 1): 98.14% | Batch: 175
Training loss: 0.067691 | Test accuracy (task 1): 97.61% | Batch: 200
Training loss: 0.039523 | Test accuracy (task 1): 97.85% | Batch: 225
Training loss: 0.043513 | Test accuracy (task 1): 97.56% | Batch: 250
Training loss: 0.037916 | Test accuracy (task 1): 97.17% | Batch: 275
Training loss: 0.022297 | Test accuracy (task 1): 97.12% | Batch: 300
Training loss: 0.032248 | Test accuracy (task 1): 97.95% | Batch: 325
Training loss: 0.036067 | Test accuracy (task 1): 97.85% | Batch: 350
Training loss: 0.025914 | Test accuracy (task 1): 97.61% | Batch: 375
Training loss: 0.023778 | Test accuracy (task 1): 97.75% | Batch: 400
Training loss: 0.025461 | Test accuracy (task 1): 97.41% | Batch: 425
Training loss: 0.025713 | Test accuracy (task 1): 97.51% | Batch: 450
Training loss: 0.029757 | Test accuracy (task 1): 97.07% | Batch: 475
==================== Training on task 3 ====================
Training loss: 2.240360 | Test accuracy (task 1): 97.69% | Batch: 0
Training loss: 0.158205 | Test accuracy (task 1): 96.45% | Batch: 25
Training loss: 0.087446 | Test accuracy (task 1): 96.74% | Batch: 50
Training loss: 0.084460 | Test accuracy (task 1): 97.17% | Batch: 75
Training loss: 0.079189 | Test accuracy (task 1): 97.36% | Batch: 100
Training loss: 0.054901 | Test accuracy (task 1): 97.66% | Batch: 125
Training loss: 0.049307 | Test accuracy (task 1): 97.82% | Batch: 150
Training loss: 0.028555 | Test accuracy (task 1): 97.85% | Batch: 175
Training loss: 0.035126 | Test accuracy (task 1): 97.49% | Batch: 200
Training loss: 0.047490 | Test accuracy (task 1): 97.98% | Batch: 225
Training loss: 0.025959 | Test accuracy (task 1): 97.66% | Batch: 250
Training loss: 0.013272 | Test accuracy (task 1): 97.69% | Batch: 275
Training loss: 0.031547 | Test accuracy (task 1): 97.36% | Batch: 300
Training loss: 0.024902 | Test accuracy (task 1): 97.82% | Batch: 325
Training loss: 0.024042 | Test accuracy (task 1): 97.46% | Batch: 350
Training loss: 0.012928 | Test accuracy (task 1): 97.95% | Batch: 375
Training loss: 0.019791 | Test accuracy (task 1): 97.79% | Batch: 400
Training loss: 0.014682 | Test accuracy (task 1): 97.56% | Batch: 425
Training loss: 0.026362 | Test accuracy (task 1): 97.98% | Batch: 450
Training loss: 0.012777 | Test accuracy (task 1): 97.88% | Batch: 475
Experiment 11 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 12~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.527268 | Test accuracy (task 1): 16.31% | Batch: 0
Training loss: 0.509306 | Test accuracy (task 1): 94.43% | Batch: 25
Training loss: 0.331100 | Test accuracy (task 1): 96.24% | Batch: 50
Training loss: 0.284493 | Test accuracy (task 1): 96.29% | Batch: 75
Training loss: 0.197229 | Test accuracy (task 1): 97.17% | Batch: 100
Training loss: 0.157642 | Test accuracy (task 1): 97.22% | Batch: 125
Training loss: 0.183656 | Test accuracy (task 1): 97.41% | Batch: 150
Training loss: 0.145072 | Test accuracy (task 1): 98.00% | Batch: 175
Training loss: 0.116822 | Test accuracy (task 1): 98.10% | Batch: 200
Training loss: 0.127515 | Test accuracy (task 1): 97.61% | Batch: 225
Training loss: 0.140232 | Test accuracy (task 1): 97.71% | Batch: 250
Training loss: 0.102545 | Test accuracy (task 1): 97.80% | Batch: 275
Training loss: 0.081700 | Test accuracy (task 1): 98.05% | Batch: 300
Training loss: 0.102056 | Test accuracy (task 1): 97.95% | Batch: 325
Training loss: 0.084491 | Test accuracy (task 1): 98.14% | Batch: 350
Training loss: 0.073127 | Test accuracy (task 1): 97.80% | Batch: 375
Training loss: 0.080035 | Test accuracy (task 1): 97.80% | Batch: 400
Training loss: 0.078157 | Test accuracy (task 1): 97.61% | Batch: 425
Training loss: 0.073931 | Test accuracy (task 1): 98.05% | Batch: 450
Training loss: 0.062836 | Test accuracy (task 1): 98.19% | Batch: 475
==================== Training on task 2 ====================
Training loss: 1.975600 | Test accuracy (task 1): 97.71% | Batch: 0
Training loss: 0.249591 | Test accuracy (task 1): 95.95% | Batch: 25
Training loss: 0.204236 | Test accuracy (task 1): 97.22% | Batch: 50
Training loss: 0.181082 | Test accuracy (task 1): 98.05% | Batch: 75
Training loss: 0.164652 | Test accuracy (task 1): 97.51% | Batch: 100
Training loss: 0.145750 | Test accuracy (task 1): 97.02% | Batch: 125
Training loss: 0.111387 | Test accuracy (task 1): 97.41% | Batch: 150
Training loss: 0.108782 | Test accuracy (task 1): 96.92% | Batch: 175
Training loss: 0.107480 | Test accuracy (task 1): 97.02% | Batch: 200
Training loss: 0.094501 | Test accuracy (task 1): 97.71% | Batch: 225
Training loss: 0.102348 | Test accuracy (task 1): 96.88% | Batch: 250
Training loss: 0.079858 | Test accuracy (task 1): 97.56% | Batch: 275
Training loss: 0.095911 | Test accuracy (task 1): 97.17% | Batch: 300
Training loss: 0.069151 | Test accuracy (task 1): 98.05% | Batch: 325
Training loss: 0.066618 | Test accuracy (task 1): 98.19% | Batch: 350
Training loss: 0.070063 | Test accuracy (task 1): 97.61% | Batch: 375
Training loss: 0.069982 | Test accuracy (task 1): 97.27% | Batch: 400
Training loss: 0.075383 | Test accuracy (task 1): 97.36% | Batch: 425
Training loss: 0.064159 | Test accuracy (task 1): 97.36% | Batch: 450
Training loss: 0.061333 | Test accuracy (task 1): 97.41% | Batch: 475
==================== Training on task 3 ====================
Training loss: 1.192662 | Test accuracy (task 1): 97.40% | Batch: 0
Training loss: 0.202494 | Test accuracy (task 1): 97.17% | Batch: 25
Training loss: 0.176339 | Test accuracy (task 1): 97.01% | Batch: 50
Training loss: 0.142802 | Test accuracy (task 1): 96.71% | Batch: 75
Training loss: 0.140221 | Test accuracy (task 1): 96.78% | Batch: 100
Training loss: 0.121318 | Test accuracy (task 1): 96.65% | Batch: 125
Training loss: 0.128377 | Test accuracy (task 1): 96.74% | Batch: 150
Training loss: 0.102211 | Test accuracy (task 1): 97.04% | Batch: 175
Training loss: 0.104296 | Test accuracy (task 1): 97.17% | Batch: 200
Training loss: 0.091775 | Test accuracy (task 1): 97.40% | Batch: 225
Training loss: 0.087196 | Test accuracy (task 1): 97.01% | Batch: 250
Training loss: 0.087844 | Test accuracy (task 1): 96.91% | Batch: 275
Training loss: 0.074873 | Test accuracy (task 1): 96.97% | Batch: 300
Training loss: 0.079190 | Test accuracy (task 1): 97.01% | Batch: 325
Training loss: 0.075950 | Test accuracy (task 1): 97.20% | Batch: 350
Training loss: 0.072900 | Test accuracy (task 1): 97.43% | Batch: 375
Training loss: 0.068005 | Test accuracy (task 1): 96.97% | Batch: 400
Training loss: 0.069207 | Test accuracy (task 1): 97.07% | Batch: 425
Training loss: 0.065862 | Test accuracy (task 1): 97.75% | Batch: 450
Training loss: 0.063096 | Test accuracy (task 1): 97.36% | Batch: 475
Experiment 12 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 13~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.299188 | Test accuracy (task 1): 10.99% | Batch: 0
Training loss: 0.339432 | Test accuracy (task 1): 91.16% | Batch: 25
Training loss: 0.221400 | Test accuracy (task 1): 93.26% | Batch: 50
Training loss: 0.166301 | Test accuracy (task 1): 94.68% | Batch: 75
Training loss: 0.112051 | Test accuracy (task 1): 96.14% | Batch: 100
Training loss: 0.143988 | Test accuracy (task 1): 96.00% | Batch: 125
Training loss: 0.097667 | Test accuracy (task 1): 96.00% | Batch: 150
Training loss: 0.101709 | Test accuracy (task 1): 96.68% | Batch: 175
